,Close,High,Low,Open,Volume,SMA50,SMA200,RSI,MACD,Bollinger_Width,ATR,Volume_Ratio,PE_Proxy,EPS_Proxy,Market_Cap_Proxy,Volatility_30d,Max_Drawdown_252d,FinBERT_Score,Sentiment_Positive_Pct,Sentiment_Negative_Pct,future_return_30d,Symbol
2024-06-13 22:23:28.802389,100.9935087185841,101.8155656581975,100.39437736267635,101.0530340746459,3399146,99.95376760159238,93.20564150738912,54.36605535331639,0.6362423734014442,5.819995659687578,2.2709935874513363,0.9742080958403043,10.817950834327343,10.09935087185841,352380238.52658874,0.16751956236264381,-0.172353092369109,0.48809492878764,0.48809492878764,0.5119050712123601,-5.180342872716904,SYNTH
2024-06-14 22:23:28.802389,97.75224137851502,99.43196398424847,97.5985172279627,100.9935087185841,4071640,99.89595650818097,93.24965496014542,41.91720134861389,0.3528152762815324,6.088981291271949,2.249828123155989,1.1314590431745368,10.473550574557521,9.775224137851502,351768752.4682414,0.19269167203281223,-0.172353092369109,0.0,0.0,1.0,-2.639230989799159,SYNTH
2024-06-15 22:23:28.802389,96.72785373718074,98.52789998397677,95.7266052010399,97.75224137851502,2545491,99.80462983691673,93.29452750781543,38.88655551280453,0.04501878975597151,6.699528764082714,2.311181542453317,0.7306305580716864,10.366801386870769,9.672785373718074,336996418.2543154,0.1941148926150876,-0.172353092369109,0.295122471733142,0.295122471733142,0.704877528266858,-0.7297977594414264,SYNTH
2024-06-16 22:23:28.802389,96.47528558578757,97.182128344393,94.88625449680607,96.72785373718074,1637999,99.71455718751746,93.33407458561652,38.154097007025584,-0.21679322503763387,7.249462470194175,2.3489379766457037,0.4771247315935077,10.342951537308066,9.647528558578758,331205680.2975936,0.18230912478345462,-0.172353092369109,0.4494863697213679,0.4494863697213679,0.5505136302786321,-0.0998536271611759,SYNTH
2024-06-17 22:23:28.802389,95.22750240382273,95.70124352177169,93.81332944928933,96.47528558578757,1739538,99.58434949006902,93.36060154736495,34.678793373996726,-0.5189842799182856,8.176505801534546,2.3949123412979145,0.5161013425848003,10.212069074283194,9.522750240382273,320967696.47392035,0.1838742970219233,-0.172353092369109,0.2504433636070301,0.2504433636070301,0.7495566363929699,0.4815200474209546,SYNTH
2024-06-18 22:23:28.802389,96.85991370775436,98.42096473824208,96.7594616848264,95.22750240382273,2059670,99.50224652298998,93.39565061624093,42.10804305524532,-0.6196084578738947,8.38701542208878,2.4652324178477065,0.6374229379971283,10.388583476984659,9.685991370775437,312978160.29856956,0.18361290614916076,-0.172353092369109,0.8264822607863271,0.8264822607863271,0.17351773921367286,-0.283163491754943,SYNTH
2024-06-19 22:23:28.802389,95.42977232979372,95.97938440089,95.28396865905792,96.85991370775436,2922967,99.3962771004865,93.41853131373765,38.02746072761635,-0.8054693515753115,8.9121696009542,2.413602206201795,0.9335063996450528,10.237009413118258,9.542977232979373,298806816.3684371,0.1878845347646959,-0.172353092369109,0.21397172440787343,0.21397172440787343,0.7860282755921266,1.5332416177364574,SYNTH
2024-06-20 22:23:28.802389,94.98972784309674,96.6349564801241,94.18398127783146,95.42977232979372,1950922,99.29121405920567,93.43740360867564,36.84433709750883,-0.9770109868719032,9.707725463275551,2.4029255954832496,0.639251876980478,10.19136227249644,9.498972784309675,289897545.0779464,0.18746142851484465,-0.172353092369109,0.41199110266060324,0.41199110266060324,0.5880088973393968,2.859336111683429,SYNTH
2024-06-21 22:23:28.802389,95.12046842038284,95.96794492768036,94.52988743228696,94.98972784309674,2840749,99.18712834668284,93.46015520527305,37.46684041767681,-1.0898462278834842,10.327243290097016,2.4038425710202582,0.95253695225187,10.207029309634896,9.512046842038284,283677577.9731475,0.1853262123381942,-0.172353092369109,0.5261481154572183,0.5261481154572183,0.4738518845427817,3.379886483565809,SYNTH
2024-06-22 22:23:28.802389,96.56174170944895,97.8968415080319,96.09697306333686,95.12046842038284,2684449,99.06557492860786,93.4883061902883,44.01773300338506,-1.0508566389170966,10.516215219256821,2.3696657816471896,0.8862943765575653,10.362315667233128,9.656174170944896,292470625.81734926,0.19026166819484083,-0.172353092369109,0.7882546578132231,0.7882546578132231,0.21174534218677687,0.9783331768179695,SYNTH
2024-06-23 22:23:28.802389,95.12587955826952,95.31695018593885,94.56387056045209,96.56174170944895,1465590,98.9526495713611,93.5015876817153,39.570289622195425,-1.122875375987178,11.010549856251771,2.2506716509594122,0.4809461761736963,10.208858774749338,9.512587955826952,289877630.2391342,0.19468696498512675,-0.172353092369109,0.2128275697641121,0.2128275697641121,0.7871724302358879,1.9136502860130813,SYNTH
2024-06-24 22:23:28.802389,96.28904331042447,97.53676195977762,94.68207782383071,95.12587955826952,2559067,98.84926228535,93.52086412209863,44.465365927147545,-1.0737160202321547,10.91552101957717,2.390293448381042,0.8710405029696632,10.33445936928102,9.628904331042449,282891682.2549411,0.19772281410291812,-0.172353092369109,0.732632750430992,0.732632750430992,0.26736724956900804,1.4586358643938584,SYNTH
2024-06-25 22:23:28.802389,96.29927637144405,97.2028117289185,94.44082026418035,96.28904331042447,2433284,98.77833397798305,93.53236850950799,44.507954106803226,-1.0221484629042266,10.4287517089152,2.4208414034052064,0.8350064112634537,10.336224429840714,9.629927637144405,280624777.5411167,0.1956524988678994,-0.172353092369109,0.5020466122039174,0.5020466122039174,0.49795338779608256,2.0816809836547367,SYNTH
2024-06-26 22:23:28.802389,95.3177677203961,96.49098464674705,94.50756233134098,96.29927637144405,2117374,98.69721413491095,93.55206407918257,41.241107563993864,-1.048395101401482,10.395815901057489,2.4005776276216784,0.7467829725889474,10.23199206694343,9.531776772039612,270257049.9291443,0.19484140719738918,-0.172353092369109,0.3036982697904098,0.3036982697904098,0.6963017302095902,3.110910852846963,SYNTH
2024-06-27 22:23:28.802389,95.77987119465938,96.1158996101491,93.96764919039438,95.3177677203961,3999610,98.60355734938476,93.56996065370657,43.34937449864426,-1.0201482293267645,10.284321025900567,2.4525106364955045,1.4292968163847406,10.281893512110774,9.577987119465938,268021397.82122964,0.1954562035325608,-0.172353092369109,0.5924206948526541,0.5924206948526541,0.40757930514734586,2.735934656275561,SYNTH
2024-06-28 22:23:28.802389,95.97893089023285,97.45267838012121,95.33593948773708,95.77987119465938,3298756,98.5125961573881,93.58841729136726,44.27687939598697,-0.9705124623355346,9.686875885450831,2.3612068794785577,1.1830643237941194,10.30323316782191,9.597893089023286,267619492.6851996,0.19524698162905937,-0.172353092369109,0.539811939114694,0.539811939114694,0.46018806088530595,3.854054067549696,SYNTH
2024-06-29 22:23:28.802389,95.37871401307405,97.1043081681605,94.42584004038646,95.97893089023285,3207282,98.4311855234069,93.60536788139447,42.04175406697542,-0.9684446184282081,9.252111854703173,2.3524335469669273,1.184338593421919,10.239081659237405,9.537871401307404,258293054.31432596,0.19513645688845968,-0.172353092369109,0.3799566245682411,0.3799566245682411,0.6200433754317589,3.88737195364205,SYNTH
2024-06-30 22:23:28.802389,95.44851609806408,95.88199569824563,94.99645810243207,95.37871401307405,3905748,98.36547700531068,93.62220867796395,42.40587690707311,-0.9502198494027141,8.461993994313133,2.2516952432688293,1.4052172939442469,10.246323496591257,9.544851609806408,265295518.6785316,0.18697173527446972,-0.172353092369109,0.5139604169980038,0.5139604169980038,0.48603958300199623,4.384584324149173,SYNTH
2024-07-01 22:23:28.802389,95.06320250120231,95.25463161224263,93.78225041685063,95.44851609806408,3788107,98.27847026029853,93.64706075112214,40.87913709476394,-0.9558497349653976,6.987874404672567,2.180574496462772,1.3336888797694249,10.205040686998892,9.50632025012023,270010186.2583421,0.18647668684779753,-0.172353092369109,0.42293728062764796,0.42293728062764796,0.5770627193723521,4.594986812948303,SYNTH
2024-07-02 22:23:28.802389,95.17671984645357,95.22399701854624,93.21875761610394,95.06320250120231,1030257,98.20834119482573,93.67357877044577,41.54683435372991,-0.9403122247740612,5.508282939728758,2.0957014298929826,0.38401125535771735,10.216996352666818,9.517671984645357,255347937.04810897,0.18350361965748493,-0.172353092369109,0.5227034690502496,0.5227034690502496,0.47729653094975044,4.241523638270801,SYNTH
2024-07-03 22:23:28.802389,95.8388505209746,97.12279352186114,94.63186432888784,95.17671984645357,1407427,98.14712557105175,93.70162188028443,45.41893801878046,-0.8646036119868796,3.018721182412321,2.1610574401984723,0.5448182513012879,10.287424515921701,9.583885052097461,247580152.7390293,0.18246241872942945,-0.172353092369109,0.6324261349042093,0.6324261349042093,0.3675738650957907,4.66782439852532,SYNTH
2024-07-04 22:23:28.802389,97.42486733711996,98.63905540929753,96.70923916889286,95.8388505209746,3979573,98.11671884680256,93.73020560398015,53.38452550819249,-0.6689148546749379,2.8539811076269075,2.186002417772064,1.543251949728021,10.456033938504952,9.742486733711997,251228823.4281599,0.17773298498807796,-0.172353092369109,0.8172033632290705,0.8172033632290705,0.1827966367709295,3.811130445658037,SYNTH
2024-07-05 22:23:28.802389,96.18705183829312,97.28044666372125,94.89141694631206,97.42486733711996,4019888,98.07458781952897,93.7551916012731,47.55175137216823,-0.6067176076312535,2.7490859743099065,2.2642447674445276,1.5155589372144687,10.322931150253751,9.618705183829313,255127772.2995048,0.1773646920764373,-0.172353092369109,0.25243690023463017,0.25243690023463017,0.7475630997653698,5.992816918066278,SYNTH
2024-07-06 22:23:28.802389,98.32008521294938,98.78397940518133,98.0742438560186,96.18705183829312,1985257,98.032238577962,93.79488523345375,56.393487420321506,-0.3809169014833458,3.5188654280686933,2.251427230247324,0.7436044019802037,10.550625817614513,9.832008521294938,262492579.23946583,0.18621457941882152,-0.172353092369109,0.9266066749312534,0.9266066749312534,0.07339332506874663,5.021109712588282,SYNTH
2024-07-07 22:23:28.802389,96.36799741342688,97.1498094052379,94.59067925289608,98.32008521294938,2101267,97.93816919995822,93.82732721185475,48.35880849198775,-0.3553886866401115,3.4855028141555806,2.3751082881799266,0.7817614310733637,10.340342183306023,9.636799741342688,259023897.5372479,0.19402315807288223,-0.172353092369109,0.10958244009549961,0.10958244009549961,0.8904175599045003,7.170275583878634,SYNTH
2024-07-08 22:23:28.802389,96.21621231839129,97.40516498876363,95.21004441683161,96.36799741342688,3055845,97.88156697178687,93.85443325419205,47.78867179224537,-0.34344614770148496,3.3899103853552788,2.327996605036006,1.1162207057791222,10.323678083870371,9.621621231839129,263408329.383092,0.18951408803868336,-0.172353092369109,0.4696429809928833,0.4696429809928833,0.5303570190071167,8.048112546681638,SYNTH
2024-07-09 22:23:28.802389,96.80452952487586,97.7980632425942,95.90583004079657,96.21621231839129,2652632,97.83300200144983,93.88283712701346,50.23757730285345,-0.2832442543097642,3.446486645696723,2.2658710148259678,0.9737451719876943,10.38562282289659,9.680452952487586,263710465.6842146,0.1901451434449348,-0.172353092369109,0.6176634412969153,0.6176634412969153,0.3823365587030847,7.070955384067341,SYNTH
2024-07-10 22:23:28.802389,97.0855213926109,99.06109243304067,95.91379181570386,96.80452952487586,1418829,97.80329259776286,93.91529476019241,51.40983355547455,-0.21043436827973494,3.446874318519747,2.3490051792495916,0.5259695785754891,10.41455402329324,9.70855213926109,261893004.5441529,0.1898055051056966,-0.172353092369109,0.5561983735470065,0.5561983735470065,0.4438016264529935,7.094960688688145,SYNTH
2024-07-11 22:23:28.802389,96.4628218727903,96.73570137790377,95.2132541472115,97.0855213926109,3635466,97.74408053698356,93.94207255860667,48.67341621420698,-0.2006655090877132,3.336497838996962,2.329292095367069,1.3281282251386721,10.345960290489742,9.64628218727903,264046273.95518953,0.18840299580232142,-0.172353092369109,0.37546009603588126,0.37546009603588126,0.6245399039641187,7.651378945144151,SYNTH
2024-07-12 22:23:28.802389,96.25469962243302,97.64498873052821,96.11114800998,96.4628218727903,3846602,97.69655644596577,93.9673243580224,47.75843766407191,-0.20732740280806183,3.3163256246702417,2.2876565116645033,1.3760504985157633,10.321355500260928,9.625469962243303,269069718.35438687,0.18713425130644448,-0.172353092369109,0.45837554992854496,0.45837554992854496,0.5416244500714551,7.984913243888321,SYNTH
2024-07-13 22:23:28.802389,95.7616986877742,96.57033622398278,94.3964642453274,96.25469962243302,4438780,97.6414670650841,93.9852679278122,45.57298947444629,-0.2495118396522571,3.1991176079170884,2.2516139295845994,1.507710859305144,10.266522212065825,9.57616986877742,281927473.21407324,0.18739233621471524,-0.172353092369109,0.4013998130682334,0.4013998130682334,0.5986001869317665,9.1623397854705,SYNTH
2024-07-14 22:23:28.802389,95.17233393082998,96.02873316068121,94.68847057019892,95.7616986877742,1543898,97.56449064348399,94.00377493928664,43.03751802526636,-0.3267337369969425,3.318643321780371,2.284094286346652,0.533612535275968,10.201957054806167,9.517233393082998,275361552.2453002,0.1645230905837475,-0.172353092369109,0.3821270486111577,0.3821270486111577,0.6178729513888424,8.978613782902046,SYNTH
2024-07-15 22:23:28.802389,96.02193602785101,97.45713155916737,94.59403076283783,95.17233393082998,4323446,97.48719115994089,94.02816827197917,47.56626539464919,-0.3157372358721773,3.315083509773814,2.369582508854944,1.4470322031358032,10.291341059583145,9.602193602785102,286894551.7122725,0.16425604428228707,-0.172353092369109,0.669920419404205,0.669920419404205,0.330079580595795,10.193443160371729,SYNTH
2024-07-16 22:23:28.802389,96.37895151381606,97.76382381646481,94.73388192504767,96.02193602785101,2546933,97.44103791425817,94.0563072228672,49.38724600747463,-0.27504373057354314,3.2383711424413946,2.442775543781718,0.8463595521340876,10.327702874652404,9.637895151381606,290031265.66833913,0.16447034578200365,-0.172353092369109,0.5714030971930095,0.5714030971930095,0.4285969028069905,8.741440398233655,SYNTH
2024-07-17 22:23:28.802389,95.6860419185554,97.66855390595978,94.07812490345036,96.37895151381606,1325329,97.38771650138708,94.08829920051957,46.0449081668935,-0.2953017926472796,3.248623943927697,2.52131124446287,0.46089324811556237,10.251735704321158,9.56860419185554,275151538.3841769,0.16135248979871594,-0.172353092369109,0.36141808094786915,0.36141808094786915,0.6385819190521309,8.259960833391935,SYNTH
2024-07-18 22:23:28.802389,96.58564179398866,96.84243037289691,95.48063985917288,95.6860419185554,3956151,97.36188599224788,94.12330857616382,50.70893689105925,-0.23604527808193154,3.266759272756815,2.418567360562949,1.3602331988859235,10.345339944180486,9.658564179398866,280913143.1888949,0.1557565072055679,-0.172353092369109,0.6799199750866501,0.6799199750866501,0.32008002491334986,8.450676966015124,SYNTH
2024-07-19 22:23:28.802389,96.89294131486527,97.1011606136336,95.85260153024376,96.58564179398866,2227222,97.35526805817769,94.15854917305153,52.22807989373057,-0.16241533733449387,3.233864757420605,2.3267894100330873,0.7789034108634515,10.375016525189448,9.689294131486527,277058859.32884794,0.14958388172704498,-0.172353092369109,0.5614599041753219,0.5614599041753219,0.4385400958246781,8.92377054438977,SYNTH
2024-07-20 22:23:28.802389,97.70580343370422,99.1544810679617,97.42005151102539,96.89294131486527,2041482,97.32959828167863,94.1978285132502,56.08371358415474,-0.03803347299725601,3.385038844778535,2.3028331376193885,0.7380043279644959,10.458226147224066,9.770580343370423,270275703.60676974,0.1504289941214648,-0.172353092369109,0.662572423767792,0.662572423767792,0.337427576232208,8.656355260003371,SYNTH
2024-07-21 22:23:28.802389,98.33543227562784,99.49220610964066,96.78473997482156,97.70580343370422,2566996,97.30842144779886,94.24142893332538,58.85387109558769,0.11007693771098559,3.580555291555612,2.229837435816946,0.9489243535696912,10.521960133085978,9.833543227562785,266013471.3164665,0.15125875428038774,-0.172353092369109,0.6259257683847225,0.6259257683847225,0.37407423161527753,8.599624699365442,SYNTH
2024-07-22 22:23:28.802389,97.50643726470577,98.05475859782538,96.96361850381234,98.33543227562784,4367851,97.29588239278733,94.28796123205622,54.02214133506129,0.15873276360301247,3.4404663436486658,2.171029807237194,1.5208163441245688,10.430149424054317,9.750643726470578,280042748.85554343,0.14769227597078985,-0.172353092369109,0.33420099781558554,0.33420099781558554,0.6657990021844145,9.510373489601845,SYNTH
2024-07-23 22:23:28.802389,96.9462562245088,97.10509496248677,95.95286537887291,97.50643726470577,2543812,97.25378247803076,94.3337958521999,50.97663214545549,0.1503576979060739,3.3621554261069093,2.1468397132397103,0.8685322746153076,10.366610395635785,9.69462562245088,283942297.99717075,0.1417610554215709,-0.172353092369109,0.3879637919606061,0.3879637919606061,0.612036208039394,9.217636015045867,SYNTH
2024-07-24 22:23:28.802389,97.69354982963206,97.86486632882492,97.12500164377703,96.9462562245088,3919766,97.1841853114364,94.3850805129518,54.64959732087721,0.20169572378976852,3.418655237634084,1.987647533738232,1.3396912770569709,10.442689711453129,9.769354982963208,285838880.6432551,0.13914035917160553,-0.172353092369109,0.6494587210246524,0.6494587210246524,0.3505412789753476,8.459784700701523,SYNTH
2024-07-25 22:23:28.802389,98.30392009506552,100.09230184439376,98.03626336906613,97.69354982963206,2951144,97.10614624493968,94.44342841137701,57.453508220469864,0.28830980257890815,3.65711908167836,2.025253588692682,1.0274013473027104,10.503639223768547,9.830392009506554,282371660.03983754,0.14011682631239883,-0.172353092369109,0.622074053086693,0.622074053086693,0.37792594691330705,7.097511470922596,SYNTH
2024-07-26 22:23:28.802389,98.28301850110137,98.66675315053885,97.02390310731789,98.30392009506552,4015226,97.0580765458828,94.5024782303907,57.32280652292825,0.35121689040143167,3.644487962455031,2.0330399688835925,1.3501396475244396,10.49682410521269,9.828301850110137,292287195.6006016,0.1362933937742485,-0.172353092369109,0.49581968120717035,0.49581968120717035,0.5041803187928297,8.112442468793754,SYNTH
2024-07-27 22:23:28.802389,98.40034588441016,99.0470890086412,98.29168181476435,98.28301850110137,4636734,97.02203807594937,94.56009443203689,57.901746337379606,0.40586004801463105,3.8766263627681212,1.9323398638039098,1.4953795056818004,10.504991623453636,9.840034588441016,305110660.96628094,0.13582089106823578,-0.172353092369109,0.5234654766617564,0.5234654766617564,0.47653452333824364,7.834086860568799,SYNTH
2024-07-28 22:23:28.802389,99.67801078019858,100.13132358465255,98.18072031194617,98.40034588441016,3640728,96.986214680948,94.61466802865594,63.6798744634118,0.5459684389936825,4.5258714928469885,1.9759356268199153,1.163189964598012,10.636864775594816,9.967801078019859,311987324.4067971,0.14022495882878322,-0.172353092369109,0.755532979157685,0.755532979157685,0.24446702084231497,5.623714228672662,SYNTH
2024-07-29 22:23:28.802389,99.08643939136275,99.79643200302662,98.45126580084052,99.67801078019858,1865256,96.95271324748228,94.66541087926669,59.60090175202734,0.6023272278138023,4.849881756161437,1.867511727238242,0.6035289366401166,10.569921515347273,9.908643939136276,306234820.5245783,0.1400787143055795,-0.172353092369109,0.38168572223283403,0.38168572223283403,0.618314277767166,5.929965854438535,SYNTH
2024-07-30 22:23:28.802389,99.63353677253279,99.77238445802497,99.63326738652383,99.08643939136275,2995957,96.92127737307706,94.71760146482964,62.02362741079519,0.6832619420219004,5.307739892807234,1.7000833826128914,0.9452641452519538,10.623825574057486,9.96335367725328,315782412.17312276,0.1405939096793153,-0.172353092369109,0.6094194762340076,0.6094194762340076,0.3905805237659924,5.762744434638182,SYNTH
2024-07-31 22:23:28.802389,99.4313441200989,100.46946370191544,98.40908584162445,99.63353677253279,4754441,96.87030496455455,94.76915331670926,60.577751136628486,0.7227565413694492,5.55326873036617,1.5907940153115752,1.4740680631974878,10.597773906973794,9.94313441200989,320704634.31943434,0.14002997947799897,-0.172353092369109,0.4595614695132212,0.4595614695132212,0.5404385304867788,5.4108633878305525,SYNTH
2024-08-01 22:23:28.802389,99.21366291687167,99.3488880440561,99.11995909981647,99.4313441200989,1000917,96.83351754139908,94.82921061864926,58.98354283179965,0.7280981794456096,5.630044835048011,1.515765051494318,0.32464593427768373,10.570339491283038,9.921366291687168,305885986.4261441,0.140444533022229,-0.172353092369109,0.45646375935455596,0.45646375935455596,0.543536240645444,4.813404587918841,SYNTH
2024-08-02 22:23:28.802389,100.31243976885887,101.9131527845036,99.76010065321707,99.21366291687167,4109696,96.81989616240456,94.89489437422642,64.11683432512446,0.8116375230604405,5.822407383647345,1.6194029646544672,1.3401258719105225,10.683072249024905,10.031243976885888,307623068.18284124,0.14234862156136818,-0.172353092369109,0.719755370397438,0.719755370397438,0.280244629602562,3.908254421108029,SYNTH
2024-08-03 22:23:28.802389,101.1378561178469,101.60528028166776,99.72390314293546,100.31243976885887,1851007,96.8876084571912,94.96440406049882,67.41590550795283,0.9336843241245418,5.944131851566709,1.592248492199887,0.6005853917094934,10.766019777268365,10.11378561178469,311707347.9031279,0.13666506749930882,-0.172353092369109,0.665083269797606,0.665083269797606,0.334916730202394,3.3024385848327897,SYNTH
2024-08-04 22:23:28.802389,101.95136575384753,103.03138958305655,101.8259865106038,101.1378561178469,3956102,96.99207869752453,95.0256650843888,70.31287180093803,1.0835601155893642,6.487747971243323,1.534110444370641,1.2913087791881384,10.847166497989894,10.195136575384753,312342027.29970306,0.1313367574262808,-0.172353092369109,0.6627019272001278,0.6627019272001278,0.33729807279987223,1.9809080123681075,SYNTH
2024-08-05 22:23:28.802389,103.25684456100186,105.01700273612477,101.57816757628986,101.95136575384753,3874627,97.12770987702883,95.09441530713845,74.26675746619027,1.2927766648508623,7.473295506296125,1.6817548292291704,1.2378912200686627,10.979431330625145,10.325684456100186,323196215.7778851,0.12123138610608239,-0.172353092369109,0.7610957614308658,0.7610957614308658,0.23890423856913423,0.23537970891648036,SYNTH
2024-08-06 22:23:28.802389,103.27784840263462,104.579603140729,103.27020855731745,103.25684456100186,4184832,97.28871679700505,95.16176281238461,74.32600400451575,1.4436357872247214,7.881416983104515,1.6652681645073346,1.2785931525425769,10.974475803397608,10.327784840263462,338028124.13552487,0.10283901033580244,-0.172353092369109,0.5042007683265518,0.5042007683265518,0.4957992316734482,0.4396797211717733,SYNTH
2024-08-07 22:23:28.802389,103.95980137392958,105.02571694703225,103.46615363552577,103.27784840263462,3770574,97.43071455032856,95.23269364133576,76.2388348818335,1.5997793732650791,8.56609750642454,1.724500910227443,1.1553000051934625,11.039775110413961,10.395980137392959,339295527.0004194,0.10287114692210317,-0.172353092369109,0.6363905942589928,0.6363905942589928,0.3636094057410072,-1.612109233332635,SYNTH
2024-08-08 22:23:28.802389,103.64953461733613,104.29820212356688,102.167726505032,103.95980137392958,1279143,97.5951097960794,95.30791652669204,73.55377739249238,1.679132363246353,8.925205963863533,1.7053383104969566,0.39770457152581673,11.000463562184752,10.364953461733613,333369506.29046685,0.10355075818231901,-0.172353092369109,0.4379466486813088,0.4379466486813088,0.5620533513186912,-2.6754993014919535,SYNTH
2024-08-09 22:23:28.802389,103.97370096982456,104.63970479594096,103.34116067036595,103.64953461733613,1262091,97.77478925861396,95.3790461297382,74.5618241462577,1.7480275218262449,9.383519837328691,1.6807450306651026,0.3972155998168282,11.02830786727293,10.397370096982456,330360318.9079672,0.10356417007452105,-0.172353092369109,0.5648332704976884,0.5648332704976884,0.4351667295023116,-3.6699214443994608,SYNTH
2024-08-10 22:23:28.802389,103.84355791545688,105.18253182585326,103.63977313932486,103.97370096982456,2503637,97.94925104851545,95.44576535234906,73.35297391965003,1.7717028864982467,9.747315588678987,1.7363656148785722,0.7887515285261104,11.008484895619194,10.384355791545689,329617838.32558906,0.10083099126870897,-0.172353092369109,0.4739713891264631,0.4739713891264631,0.5260286108735369,-3.754741578621474,SYNTH
2024-08-11 22:23:28.802389,103.9405538804496,105.92883260289193,103.22008604284875,103.84355791545688,1403157,98.09682729193545,95.50901439504968,73.69527408516831,1.7777991849557964,9.794820383789329,1.7905187068312014,0.46370909875397986,11.012872034239395,10.394055388044961,314518123.8693093,0.09998998736203481,-0.172353092369109,0.5193991929985436,0.5193991929985436,0.48060080700145635,-3.545435835761288,SYNTH
